id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24370663,Pequeño Palacete Sevillano,11263265,Sebastian Y Ricardo,Casco Antiguo,Arenal,37.38921,-5.99832,Entire home/apt,450,2,6,2019-06-14,0.71,41,27
24370948,Amazing Duplex / Loft in the center. Parking opc,51048225,"Javier, Sevilla En Movimiento",Casco Antiguo,Feria,37.39671,-5.99092,Entire home/apt,70,2,22,2019-09-07,1.28,72,347
24375567,¡Siempre Triana!,147925213,Gabriel,Triana,Triana Oeste,37.38514,-6.00899,Entire home/apt,43,2,10,2019-08-20,0.82,2,140
24376845,Mint Urban Retreat,21539905,Pedrololo,Casco Antiguo,San Julián,37.39957,-5.98743,Entire home/apt,50,2,52,2019-07-25,2.95,14,37
24388736,Corral del Conde del siglo XVI,181064397,Elena,Casco Antiguo,Santa Catalina,37.39154,-5.98644,Entire home/apt,65,2,54,2019-09-16,3.18,3,317
24400415,Triana centro a 12m.de la Catedral V,112643042,Mariluz,Triana,Triana Oeste,37.38473,-6.00653,Private room,100,1,101,2019-09-22,5.75,8,82
24410974,Soleado y céntrico apartamento en Sevilla.,169076471,Julia,Nervión,an Roque,37.39188,-5.98296,Entire home/apt,65,2,17,2019-06-03,0.98,1,30
24411864,Sevilla Center. Plaza del Museo. WIFI. A/C,26341460,Emilio Antonio,Casco Antiguo,San Vicente,37.39334,-6.00005,Entire home/apt,55,2,33,2019-09-23,1.88,2,11
24416076,Apartament in Sevilla Centro Remedios VFT/SE/03366,134522276,Laura,Los Remedios,Los Remedios,37.37223,-5.9972,Entire home/apt,120,3,39,2019-09-21,2.23,1,111
24419054,Beautiful Renovated Designer 2BR City Center,184369570,Francisco,Casco Antiguo,Santa Cruz,37.38634,-5.99222,Entire home/apt,90,2,29,2019-09-15,1.65,1,65
24424656,Ideal Apartamento en el Centro,184429199,Luis,Casco Antiguo,Alfalfa,37.39187,-5.99151,Entire home/apt,70,2,3,2018-08-12,0.18,1,0
24424747,"Centro de Sevilla, Alameda, parking gratis.",183078772,José Luís,Casco Antiguo,Feria,37.3964,-5.99365,Entire home/apt,55,2,103,2019-09-28,6.00,1,150
