id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24540800,Apartamentos Cala Blanca 4,183541218,Romina,,Ciutadella de Menorca,39.97142,3.83269,Entire home/apt,110,7,5,2019-08-08,0.33,3,6
24550646,"Casa en pleno centro, en la plaza del Mercado",114975558,Cristina,,Ciutadella de Menorca,40.00085,3.83958,Entire home/apt,150,2,13,2019-09-15,0.86,2,352
24585800,Alquiler casa en cap d'artrutx,185795425,Javi,,Ciutadella de Menorca,39.9247,3.8239,Entire home/apt,90,5,4,2019-08-12,0.29,1,336
24589846,Apartamento acogedor y tranquilo,14493572,Maite,,Ciutadella de Menorca,40.00092,3.79939,Entire home/apt,180,3,2,2019-08-07,0.13,2,0
24595157,Aljub - apartamento rural,14827906,Fernando,,Ciutadella de Menorca,40.00673,3.84066,Entire home/apt,50,3,11,2019-09-21,0.72,3,1
24628436,Villas Torre Soli 116TS 3 dorm,185903068,Fernando - Interhome,,Alaior,39.9083,4.06681,Entire home/apt,113,1,0,,,12,155
24628936,Son Bou Gardens Apt 2 dorm,185903068,Fernando - Interhome,,Alaior,39.90556,4.06952,Entire home/apt,41,1,0,,,12,171
24628952,Villas Torre Soli 245TS 3 dorm,185903068,Fernando - Interhome,,Alaior,39.90924,4.0699,Entire home/apt,106,1,0,,,12,137
24635139,Villas Finesse Villas 3 dorm,185903068,Fernando - Interhome,,Alaior,39.90982,4.07618,Entire home/apt,134,1,0,,,12,171
24635254,Tórtolas - 1-1,185903068,Fernando - Interhome,,Alaior,39.91694,4.17404,Entire home/apt,196,1,0,,,12,360
24635319,Villa Varadero,185903068,Fernando - Interhome,,Alaior,39.90602,4.06898,Entire home/apt,127,1,0,,,12,164
24635981,Villas Finesse Villas 3 dorm - 608-1,185903068,Fernando - Interhome,,Alaior,39.90951,4.07385,Entire home/apt,158,1,0,,,12,169
24636165,Villa Brisas,185903068,Fernando - Interhome,,Alaior,39.9088,4.06919,Entire home/apt,246,1,0,,,12,125
24640728,apartamento castellsol,186217873,Javier De Jesus,,Es Mercadal,40.02111,4.17827,Entire home/apt,150,2,0,,,1,0
24654740,Precioso Apartamento Son Bou,9381846,Nicolas,,Alaior,39.9028,4.07188,Entire home/apt,60,3,12,2019-09-16,0.71,1,328
24670387,Peaceful location and with pool - Villa Mariola,168692752,Bookiply,,Sant Lluís,39.82087,4.24099,Entire home/apt,101,1,1,2019-04-24,0.19,31,365
24670388,With pool near the beach - Villa Aquamarina,168692752,Bookiply,,Sant Lluís,39.81864,4.24846,Entire home/apt,261,1,0,,,31,365
24670393,Spacious villa with pool and sea view - Villa Arena Blanca,168692752,Bookiply,,Sant Lluís,39.81138,4.26852,Entire home/apt,189,1,0,,,31,365
24670395,Stunning sea views and with pool - Villa Thalassa,168692752,Bookiply,,Sant Lluís,39.81362,4.25129,Entire home/apt,133,1,0,,,31,361
24670400,Pool & roof terrace with sea view - Villa Bini Tuduri,168692752,Bookiply,,Sant Lluís,39.81992,4.23477,Entire home/apt,128,1,0,,,31,365
24670407,Villa on the sea with stunning views - Villa Seamar,168692752,Bookiply,,Sant Lluís,39.81834,4.24155,Entire home/apt,128,1,0,,,31,365
